product,price,link
"HP 15s, 11th Gen Intel Core i5-1155G7, 15.6 inch(39.6cm) FHD Anti-Glare Laptop(8GB RAM/512 GB SSD/Intel Iris Xe Graphics/Win 11/Dual Speakers/Backlit KeyboardAlexa Built-in/MSO 2021) 15s-fr4000TU","42,999",https://www.amazon.in/HP-i5-1155G7-Anti-Glare-KeyboardAlexa-15s-fr4000TU/dp/B0BRT8PGFB/ref=sr_1_7?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-7
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD,MSO,144Hz, 8GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (Silver, 2.37 kg), fb0158AX","49,990",https://www.amazon.in/HP-Graphics-15-6-inch-Response-fb0158AX/dp/B0CDG7T8NF/ref=sr_1_8?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-8
"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU","48,590",https://www.amazon.in/HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_9?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-9
"HONOR MagicBook X16 (2024), 12th Gen Intel Core i5-12450H, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Full-Size Numeric Keyboard /1.68Kg), Gray","45,990",https://www.amazon.in/MagicBook-i5-12450H-Anti-Glare-Full-Size-Keyboard/dp/B0CRQB4HBP/ref=sr_1_10?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-10
"HP Laptop 15,13th Gen Intel® Core™ i3-1315U,15.6inch(39.6 cm),FHD,Anti-Glare,8GB DDR4,512GB SSD,Dual Speakers,Windows 11,MSO 2021,Natural Silver,1.59 kg,15-fd0186TU","40,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTI3MjYzMDAxODY0MTU4OjE3MTc3MzI3NDA6c3BfbXRmOjMwMDE4NzUyOTM5ODkzMjo6MDo6&url=%2FHP-i3-1315U-15-6inch-Anti-Glare-15-fd0186TU%2Fdp%2FB0D2KDCWJL%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3RFGWAQQ8T8QT%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1717732740%26sprefix%3Dlaptops%2Bunder%2B500%252Caps%252C277%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gaming Laptop(16GB/512 GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050, GDDR6 4GB/Cosmos Gray/1.86Kg), B7UCX-068IN","60,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTI3MjYzMDAxODY0MTU4OjE3MTc3MzI3NDA6c3BfbXRmOjMwMDE1ODg2NzEwMDczMjo6MDo6&url=%2FMSI-7535HS-Windows-GeForce-B7UCX-068IN%2Fdp%2FB0CV5DR3ZQ%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3RFGWAQQ8T8QT%26dib%3DeyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw%26dib_tag%3Dse%26keywords%3Dlaptops%2Bunder%2B50000%26qid%3D1717732740%26sprefix%3Dlaptops%2Bunder%2B500%252Caps%252C277%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","16,990",https://aax-eu.amazon.in/x/c/RB98WWLFJOEVM5PD57WSho0AAAGP8NmOCwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCembIW/https://www.amazon.in/Chuwi-HeroBook-Pro-Celeron-Mini-HDMI/dp/B00OKAFZHO/ref=sxin_23_sbv_search_btf?content-id=amzn1.sym.b42c24c1-350c-4ffc-af23-8292fe4c8462%3Aamzn1.sym.b42c24c1-350c-4ffc-af23-8292fe4c8462&crid=3RFGWAQQ8T8QT&cv_ct_cx=laptops+under+50000&dib=eyJ2IjoiMSJ9.wI6EfJnEN7KerJZw-iExFw.saQ7SeDNru1obnuyLsveVZWefc4a1bSjmrJEwPAbIVo&dib_tag=se&keywords=laptops+under+50000&pd_rd_i=B00OKAFZHO&pd_rd_r=e2821577-2ce8-4b1e-b004-ab4532777ed8&pd_rd_w=jb78E&pd_rd_wg=P5S9n&pf_rd_p=b42c24c1-350c-4ffc-af23-8292fe4c8462&pf_rd_r=BNCMR0SYY2S7JEHFZM23&qid=1717732740&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptops+under+500%2Caps%2C277&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81
"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg","42,410",https://www.amazon.in/Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_13?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-13
"MSI Modern 14, Intel 12th Gen. i7-1255U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12M-459IN","49,800",https://www.amazon.in/MSI-i7-1255U-Windows-Graphics-C12M-459IN/dp/B09YCX5F52/ref=sr_1_14?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-14
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Win 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg","49,990",https://www.amazon.in/Dell-Vostro-Metal-i5-1235U-35-56Cms/dp/B0BQJ7WR2R/ref=sr_1_15?crid=3RFGWAQQ8T8QT&dib=eyJ2IjoiMSJ9.VE19NB4XGbKO38w-XItHppvVoYze9V2tSWTw1lk5AFq6QQ0duTpN86SszicgXlt5KIqujMXjPSSkSEvvVx3CI1dlRi2YxYDBO_c1lbE0pKOOE9q4XK-ceK-h-LUEW_-cb3i0qd_m2pzu-DQyz7ZID4UTsp-l-WLPdonRWFmG8T-LvNmFDHMSeSJKWEIV8lk1JiTdg9ISa-c1AF7pGj_XYnHPEUjJtjmm4uP0ceFS98Y.ZZ2Ddtm5jGMksOxd0gswp1xwFUsXjqhzg2MimjI6Vnw&dib_tag=se&keywords=laptops+under+50000&qid=1717732740&sprefix=laptops+under+500%2Caps%2C277&sr=8-15
